,company,subject,date,description
203,Inmobiliaria iespacios de grupoespacios,"Mala calidad, falta seriedad y posible  *****a ",2019-10-17,"La inmobiliaria con nombre de fantasía iespacios perteneciente a Grupo Espacios, que de hecho forma una inmobiliaria por cada edificio, para disolver responsabilidades, falta a la calidad y a la seriedad de sus contratos de compraventa.El edificio ubicado en Luis Pereira 786, Ñuñoa, intentan venden departamentos como si fueran nuevos, sin embargo llevan 2 años sin venderse por esta situación pierden calidad de DFL-2 en la que los a la hora de comprar te encuentras con sorpresas ya que no todos los beneficios tributarios del DFL-2 son aplicables, aun que no hayan tenido uso.Al exigir la calidad mínima ofrecida, el gerente comercial nos ha llamado en forma matonesca, e intentó persuadirnos para que le entreguemos el pié en forma anticipada, sin entregar póliza de garantía ni promesa de compraventa. Nos negamos hasta tener garantía o firmaNos hicieron  hicieron avanzar con el banco y la escritura, pagamos gastos operacionales, y cuando dejamos claro que solo entregaríamos el pié contra firma de la escritura, la inmobiliaria desistió de la venta.Damos gracias a Dios de no haber entregado el pié sin garantía real. "
204,Metro ,Vendedores ambulantes,2019-10-17,"Metro cobra sin piedad y se queja de los jóvenes evasores , pero el servicio y seguridad es pésima, en línea dos hay Vendedores agresivos que hasta se ponen a pelear en los vagones , ambulantes que molestan si uno va en el centro del vagón se pasean de un lado a otro , y no se observa ni un sólo guardia. Cada vez peor la seguridad del metro. "
205,Easy,Demora en despacho y mala información ,2019-10-17,"Hola les cuento mi reclamo por primera ves de lo que llevo comprando en otras tiendas se demoran tanto ise un compra el día lunes 14 de octubre  al rededor de las 12 del día, salía Que el despachó llegaría el día 16 de octubre lo cual no llegó hoy 17 revise el seguimiento de mi producto en la mañana salía que estába en ruta unas par de horas después me llega un correo que ya se le entregó el despacho llame a la casa y no avía llegado nada yo me asuste llame al Call center me atendió una joven estuve contándole mi problema durante 30min la verdad nose qué onda pero no tenia idea de nada no sabía darme respuestas y después me dijo que generara un reclamo le dije que ya y me sale con que el pc no le quería funcionar y bla bla bla ya en eso fui a Easy que está en camino melipilla el gerente me dijo que los productos serian despachados de  Easy arauco maipu ya fui para aya en eso manejando llame nuevamente al Call center ingrese un reclamo de que ni me avía llegado nada a mi domicilio llegue al Easy arauco maipu me atendió una persona me dijo que estaba con muchos pedido y bla bla bla pero que mi pedido estaba siendo cargado al camión y el motivo de el que salía el producto entregado era porque el chofer no pudo despachar el producto pero no avisan por ultimo un correo dando las razones correspondientes, ya después de eso me fui a casa conforme porque ya estaba siendo cargado mi pedido según la persona son las 21.16 y parece broma pero aún no me llega nada a mi domicilio ise una compra de $460.000 mil pesos ojo no importa el valor de lo comprado podría comprar 10.000 mil pesos pero ellos se tienen que hacer cargo como se pueden burlar de los clientes en su propia cara pero uno no les paga 1 día después te llaman todo el día cobrando y mas encima te sube la cuenta es una burla nunca mas les comprare un producto por poco serios "
206,Wom,Pesima señal 4g,2019-10-17,"La señal no deja de cambiar de 4g a 3g y a H inclusive, Cuando lo uso en la casa no queda en 4g , lo mismo cuando salgo. Hoy mientras anduve afuera la señal se mantuvo  en 3g y no cambiaba ni siquiera reiniciando el equipo, aun con el roaming activado sigue igual, ya son varios días con la misma situación. Ponen cobertura de Arica a Punta Arenas pero en Puente Alto parece que pasa por alto la cobertura, si me salen con la respuesta de que debo cambiar de equipo buscare otra compañía que ofrezca verdadera calidad de señal, esto ya es el colmo, me ofrecieron descuento del 40% por 6 meses pero eso que soluciona? espero pronta respuesta satisfactoria. "
207,Mineduc,No pago avdi,2019-10-17,"necesito saber cuando se pagara la asignación variable por desempeño individual  correspondiente al año 2019. estoy con licencia médica por tumor cancerígeno y comprenderán que  todo   lo que se percibe es poco,como es posible que sigan humillando siempre al profesorado,hay miles en la misma condición mía. acuérdense que ustedes le deben a los profesores lo que son hoy. "
208,Directv,,2019-10-17,"Hola mi reclamo es el siguiente hace mas o menos un mes que di de baja el servicio por cambio de domicilio, pensando que así sería llame por casualidad para verificar así fuera me atiende una señorita diciendo que no hay ningun servicio de baja de mi parte. Como es posible  si uno se demora tanto en contactarse con un ejecutivo para que más encima no hagan su trabajo así se aprovechan de los clientes para que pase para el siguiente mes el cobro. Aprovechadores DirecTV CHANTAS "
209,Www.movistar.cl,Suspendieron mi número.,2019-10-17,"Hoy 17.11.2019 he intentado llamar desde mi celular 9 95229811y recibo un audio que me señala "" tu número ha sido suspendido, por favorefectúa una recarga primero"".El día 15.11.2019 efectué recarga de $ 3.000 con lo cual mi saldo subió a$ 5.652 con fecha de vencimiento el 14.11.2019. No había usado mi celularhasta ahora, por lo que no entiendo el real motivo de la suspensión. "
210,Hogar de cristo,Renunciar al aporte que doy todo los meses ,2019-10-17,Necesito Renunciar ya que no puedo segir aportando porque mis recursos no son el mismo 
211,Vtr,Internet muy mala,2019-10-17,"Internet inestable, mal alcanza 10Mb de velocidad (contratado un plan de 600Mb). Intentan resetar varias veces por teléfono sigue malo, envían técnico y no resuelven nada. En fin, estoy evaluando cambiar de proveedor. "
212,Municipalidad de peñalolen,Póster en mal estado,2019-10-17,Poste de luz con crieta desde la base y trisura desde abajo asta mas de la mitalubicado en pasaje illimani 2532 esto puede producir un grave accidente ya q solo lo sostienen los cable por ya el poste esta enclinido hacia un lado . https://goo.gl/maps/LW4TctqzvNM9yXYy8 
213,Cruz blanca,Rechazo de cirugía,2019-10-17,"Quiero expresar mi molestia, ya que hace mas de un mes que junto a mi médico cirujano de cabeza y cuello  estamos solicitando carta de resguardo para Cirugía de extracción de bocio con extensión intratorácica.De parte de la Isapre no hemos tenido respuesta positiva, al contrario, solo trabas para que el doctor no realice este tipo de Cirugía y cambie la codificación por una intervención más simple que pondría en riesgo mi salud y mi vida.Tengo dos informes de scanner distintos en donde se observa y donde descubrí que tenía una BOCIO INTRATORÁCICO. Además del programa médicoNecesito tener la carta de resguardo en mi poder para poder realizar preingreso en clínica RED SALUD de Providencia, para poder internarme como corresponde.Creo que están incurriendo en una negligencia que de no prosperar  tendré que tomar las medidas correspondientes a través de superintendencia de salud o la vía que corresponda.Me he limitado a realizar todo según las reglas que establece mi plan MAXSALUD 5000 de Isapre CRUZ BLANCA, respetar plazos y cotizaciones al día. Hace 7 años que formo parte de Isapre Cruz Blanca y nunca me sentí tan vulnerada, desinformada y poco valorada. "
214,Linio, *****a ,2019-10-17,"Me  ********n . Linio no entregó mi pedido era un libro. Son unos sinverguenzas, un asco. Quiero una solución los voy a demandar y llegar hasta las últimas con esto. "
215,Constructora oval,Sin respuesta frente a emergencias ,2019-10-17,Se solicita a través de correo y telefónicamente acudir a emergencias por malas ejecuciones las cuales son atendidas de mala manera y sin las herramientas adecuadas dejándolas de mala forma 
216,Linio,No envió de producto,2019-10-17,Compre un celular Samsung A20 azul el 8 de octubre con fecha de entrega entre el 11 y 17 de octubre hasta hoy no hubo entrega y si me descontaron los 119990 de la compra en mi tarjeta de crédito llame por teléfono a Linio y no dan respuesta inmediata al problema 
217,Tottus ,No entregan compra ,2019-10-17,"Compramos en el cyber, nos dieron una fecha para retirar el producto y llegada esa fecha nos dicen que la compra aun no llega. Al día siguiente nos llaman diciendo que tienen problemas y que ni siquiera ha salido de central aún y que no lo hará si yo no acepto anular la compra (obviamente no acepté). Han pasado varios días y no hemos tenido ninguna información sobre nuestra compra, mucho menos de cuando estará disponible, y al único numero de contacto para pedir información, dejan esperando eternamente en línea. He esperado más de media hora con la música de espera y nadie contesta. No mandan correo ni información de ningún tipo. Pésima experiencia.Alguien que sepa cómo proceder para que cumplan con la compra? Porque luego del llamado para intentar obligarme a aceptar para anularla... No hemos tenido ninguna información "
218,Municipalidad de chillan,Situacion de abandono,2019-10-17,"Estimados señoresPor favor les ruego me disculpen por ser tan insistente,  estoy desesperada porque nadie me ayuda para hacer algo  en relación a  los vecinos venezolanos que viven justo sobre mi departamento. Desde el lunes 14 de Octubre del año en curso mi situación va cada día empeorando, pues ellos ahora sin tapujos meten boche, zapatean, tocan ese instrumento de viento del chaman y hacen burla sobre mí  aludiendo  a las quejas que les estado presentando,  arrastran los muebles diciendo nos vamos y se ríen todo esto lo hacen en la noche, hoy fue el acabose, toda la noche me golpetearon la cabeza con una cosa como cascabel y en la mañana a las 6 de la madrugada se pusieron a correr por las escaleras y todos mutis, He dejado constancia de todo lo que me acontece en portería  en el libro de reclamos donde están los conserjes,  mi situación es  terribleLo que  solicito   por favor me indiquen ¿qué debo hacer?, pues viendo que  nadie me considera… no sé a dónde dirigirme,  ayúdenme por favor se los suplico señores.Adjunto más fotos sobre lo que me han hecho.Ultimo reclamo que hice fue  el lunes 14 de Octubre  Nº 618937 "
219,Municipalidad el bosque,Ferias libres obstruyen salidas de paisajes frente a una emergencia. ,2019-10-17,"Estimados: lamento la situación que se debe vivir todos los fines de semana con los llamados coleros en la feria de observatorio a la altura de la calle los Pinares. Se han tomado las calles. Se entiende que hay necesidad, pero no por eso se van a tomar las calles públicas, que todos tenemos derecho a circular y que pagamos patentes y permisos en la comuna. Estamos totalmente bloqueados de salir frente a una emergencia, ya que no respetan salida de pasajes y se ponen al medio de la calle. Hay peleas, agreden a quien se atreva a pasar y quién hace algo???? Se informó al dpto. Correspondiente en la municipalidad y a carabineros y nada. Lo lamento y me siento que vivo en la ley de la selva. El más fuerte o el más agresivo gana. No tenemos derecho a exigir nuestros derechos. "
220,Www.mercadolibre.cl,No ha llegado el producto,2019-10-17,"Hola hace mas de dos semanas que compre un producto y no ha llegado aun, escribo y no hay respustas.necesito la devolucion del dinero, ya que, no hubo aolución. "
221,Estacionamientos talca s.a,Cobro excesivo,2019-10-17,"Hoy jueves 17 de octubre de 2019, me estacione en calle 10 oriente entre 2 y 3 norte, llegue  a las 16:47, y me retire a las 17:25 pm, al pagar el parquimetro la persona que cobra me dice que debia pagar $1.950 pesos, yo le pague, pero luego me indica que tenia una deuda pendiente del dia 17 de agosto, que segun él me habia estacionado en calle 1 sur con 8 oriente a lo cual le indico que no reconocia dicha deuda ya que ese dia como era mi cumpleaños no habiamos ido al centro, pero para no quedar debiendo y evitar multa le dije que lo cancelaba, en total me cobro $4.850 pesos.Cuando me entrego mi comprobante de ambos pagos los revise y le digo que ese no era mio, ya que la patente no coincidia con la mia, me dice ah disculpe, luego vuelve a imprimir un voucher y me lo entrega, yo lo recibo y me voy, al llegar a mi casa reviso ambos voucher y me doy cuenta que el parquimetro del dia habia sido solo $760,pesos y no $1.950, junto con darme cuenta que no me habia dado el cierre del ticket que supuestamente debia desde agosto, ademas decir que los ticket que me entrego son casi ilegibles, "
